"Area, Average Yield and Production of Vegetables by Area & Production, KIND, Crop, Level and Time"

"Area & Production";"KIND";"Crop";"Level";"2020";"2021";"2022";"2023";"2024"
"Area";"Winter";"Jew's mallow";"Irbid";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Jew's mallow";"Mafraq";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Jew's mallow";"Jarash";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Jew's mallow";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Jew's mallow";"Karak";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Jew's mallow";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Jew's mallow";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Jew's mallow";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Jew's mallow";"Barn North";163.2;0.0;492.9;311.1;440.3
"Area";"Winter";"Jew's mallow";"Deir Alla";0.0;39.7;265.9;167.8;237.5
"Area";"Winter";"Jew's mallow";"Barn South";0.0;0.0;204.4;129.0;182.5
"Area";"Winter";"Jew's mallow";"Ghor Safi";428.1;350.3;515.5;325.3;460.5
"Area";"Winter";"Okra";"Amman";0.0;0.0;77.1;118.1;113.3
"Area";"Winter";"Okra";"Balqa";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Okra";"Zarqa";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Okra";"Madaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Okra";"Irbid";0.0;368.8;144.8;168.6;161.7
"Area";"Winter";"Okra";"Mafraq";0.0;0.0;0.3;0.4;0.4
"Area";"Winter";"Okra";"Jarash";0.0;156.4;101.1;154.9;148.6
"Area";"Winter";"Okra";"Ajloun";0.0;0.0;6.4;9.8;9.4
"Area";"Winter";"Okra";"Karak";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Okra";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Okra";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Okra";"Aqaba";0.0;0.0;0.2;0.2;0.2
"Area";"Winter";"Okra";"Barn North";0.0;16.0;314.2;481.5;461.8
"Area";"Winter";"Okra";"Deir Alla";69.7;138.9;171.0;262.0;251.3
"Area";"Winter";"Okra";"Barn South";0.0;20.0;25.4;39.0;37.4
"Area";"Winter";"Okra";"Ghor Safi";0.0;0.0;150.7;230.9;221.5
"Area";"Winter";"Lettuce";"Amman";3090.0;690.7;1494.6;1368.6;1342.2
"Area";"Winter";"Lettuce";"Balqa";0.0;100.4;26.8;22.9;22.4
"Area";"Winter";"Lettuce";"Zarqa";208.0;108.4;416.6;355.2;348.3
"Area";"Winter";"Lettuce";"Madaba";0.0;0.0;11.4;9.7;9.6
"Area";"Winter";"Lettuce";"Irbid";0.0;92.8;59.5;457.9;46.5
"Area";"Winter";"Lettuce";"Mafraq";205.0;150.0;343.9;293.2;287.6
"Area";"Winter";"Lettuce";"Jarash";78.0;176.6;555.9;473.9;464.8
"Area";"Winter";"Lettuce";"Ajloun";0.0;0.0;13.6;11.6;11.4
"Area";"Winter";"Lettuce";"Karak";0.0;20.0;6.7;5.7;5.6
"Area";"Winter";"Lettuce";"Tafiela";0.0;0.0;2.4;2.1;2.0
"Area";"Winter";"Lettuce";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Lettuce";"Aqaba";0.0;172.5;28.6;24.4;24.0
"Area";"Winter";"Lettuce";"Barn North";262.2;1452.8;1177.2;838.1;951.4
"Area";"Winter";"Lettuce";"Deir Alla";2226.3;1329.3;3397.4;2737.3;2840.4
"Area";"Winter";"Lettuce";"Barn South";907.9;619.0;811.7;405.5;548.1
"Area";"Winter";"Lettuce";"Ghor Safi";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Sweet melon";"Amman";0.0;0.0;53.2;43.5;77.0
"Area";"Winter";"Sweet melon";"Balqa";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Sweet melon";"Zarqa";140.0;0.0;456.6;373.6;660.7
"Area";"Winter";"Sweet melon";"Madaba";0.0;569.3;560.0;458.2;810.3
"Area";"Winter";"Sweet melon";"Irbid";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Sweet melon";"Mafraq";0.0;0.0;347.8;365.9;647.0
"Area";"Winter";"Sweet melon";"Jarash";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Sweet melon";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Sweet melon";"Karak";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Sweet melon";"Tafiela";0.0;0.0;11.2;9.1;16.1
"Area";"Winter";"Sweet melon";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Sweet melon";"Aqaba";0.0;0.0;74.1;60.7;107.3
"Area";"Winter";"Sweet melon";"Barn North";0.0;7.0;325.1;266.0;470.3
"Area";"Winter";"Sweet melon";"Deir Alla";0.0;0.0;37.9;31.0;54.9
"Area";"Winter";"Sweet melon";"Barn South";35.0;0.0;17.4;14.3;25.2
"Area";"Winter";"Sweet melon";"Ghor Safi";0.0;52.5;875.0;716.0;1266.2
"Area";"Winter";"Water melon";"Amman";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Water melon";"Balqa";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Water melon";"Zarqa";0.0;0.0;62.1;68.4;82.4
"Area";"Winter";"Water melon";"Madaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Water melon";"Irbid";0.0;294.7;30.0;33.0;39.8
"Area";"Winter";"Water melon";"Mafraq";0.0;0.0;155.1;212.0;255.3
"Area";"Winter";"Water melon";"Jarash";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Water melon";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Water melon";"Karak";0.0;0.0;7.5;8.2;9.9
"Area";"Winter";"Water melon";"Tafiela";0.0;0.0;3.6;3.9;4.7
"Area";"Winter";"Water melon";"Ma'an";0.0;520.0;110.9;122.2;147.2
"Area";"Winter";"Water melon";"Aqaba";500.0;6030.6;1267.3;1397.1;1682.8
"Area";"Winter";"Water melon";"Barn North";0.0;10.0;1.3;1.5;1.8
"Area";"Winter";"Water melon";"Deir Alla";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Water melon";"Barn South";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Water melon";"Ghor Safi";0.0;60.8;268.1;295.5;356.0
"Area";"Winter";"Spinach";"Amman";150.0;0.0;103.5;108.1;80.9
"Area";"Winter";"Spinach";"Balqa";0.0;66.9;302.4;315.9;236.3
"Area";"Winter";"Spinach";"Zarqa";30.0;42.0;736.4;708.3;529.9
"Area";"Winter";"Spinach";"Madaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Spinach";"Irbid";0.0;21.6;67.5;68.5;51.2
"Area";"Winter";"Spinach";"Mafraq";235.0;520.0;776.2;999.8;747.9
"Area";"Winter";"Spinach";"Jarash";0.0;0.0;0.4;0.4;0.3
"Area";"Winter";"Spinach";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Spinach";"Karak";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Spinach";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Spinach";"Ma'an";0.0;5.0;2.4;2.5;1.9
"Area";"Winter";"Spinach";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Spinach";"Barn North";0.0;202.3;232.4;242.7;181.5
"Area";"Winter";"Spinach";"Deir Alla";0.0;62.8;84.3;88.1;65.9
"Area";"Winter";"Spinach";"Barn South";519.1;0.0;319.2;333.3;249.3
"Area";"Winter";"Spinach";"Ghor Safi";0.0;185.6;239.6;250.2;187.2
"Area";"Winter";"Onion green";"Amman";830.2;236.3;135.5;206.5;124.6
"Area";"Winter";"Onion green";"Balqa";0.0;0.0;1.8;2.8;1.7
"Area";"Winter";"Onion green";"Zarqa";110.7;300.8;60.0;91.4;55.1
"Area";"Winter";"Onion green";"Madaba";0.0;0.0;70.0;106.7;64.3
"Area";"Winter";"Onion green";"Irbid";0.0;1691.2;750.3;780.0;470.5
"Area";"Winter";"Onion green";"Mafraq";90.0;160.0;41.9;63.9;38.6
"Area";"Winter";"Onion green";"Jarash";0.0;48.2;11.4;17.3;10.5
"Area";"Winter";"Onion green";"Ajloun";0.0;119.3;114.3;174.3;105.2
"Area";"Winter";"Onion green";"Karak";0.0;0.0;4.5;6.8;4.1
"Area";"Winter";"Onion green";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Onion green";"Ma'an";0.0;90.0;13.5;20.5;12.4
"Area";"Winter";"Onion green";"Aqaba";0.0;40.0;2.6;146.7;2.4
"Area";"Winter";"Onion green";"Barn North";585.4;331.9;283.9;398.5;261.1
"Area";"Winter";"Onion green";"Deir Alla";69.7;0.0;126.3;117.6;116.1
"Area";"Winter";"Onion green";"Barn South";14.0;0.0;38.5;58.6;35.4
"Area";"Winter";"Onion green";"Ghor Safi";0.0;384.4;223.6;341.0;205.7
"Area";"Winter";"Onion dry";"Amman";370.0;1316.3;1455.3;1670.0;1641.3
"Area";"Winter";"Onion dry";"Balqa";19.9;101.2;67.6;93.1;91.5
"Area";"Winter";"Onion dry";"Zarqa";150.0;0.0;7.3;10.1;9.9
"Area";"Winter";"Onion dry";"Madaba";0.0;3036.0;0.0;0.0;0.0
"Area";"Winter";"Onion dry";"Irbid";6028.7;2234.4;4610.8;5502.7;5408.2
"Area";"Winter";"Onion dry";"Mafraq";859.8;260.0;0.0;0.0;0.0
"Area";"Winter";"Onion dry";"Jarash";0.0;0.0;16.1;22.1;21.7
"Area";"Winter";"Onion dry";"Ajloun";45.9;812.8;81.3;112.0;110.1
"Area";"Winter";"Onion dry";"Karak";4.9;0.0;0.0;0.0;0.0
"Area";"Winter";"Onion dry";"Tafiela";200.0;366.1;0.0;0.0;0.0
"Area";"Winter";"Onion dry";"Ma'an";650.0;225.0;1022.0;1407.4;1383.2
"Area";"Winter";"Onion dry";"Aqaba";0.0;1090.0;1237.2;1703.7;1674.4
"Area";"Winter";"Onion dry";"Barn North";261.5;338.8;494.1;680.4;668.7
"Area";"Winter";"Onion dry";"Deir Alla";2391.1;1331.1;1940.8;2732.0;2685.0
"Area";"Winter";"Onion dry";"Barn South";20.0;266.2;336.9;463.9;455.9
"Area";"Winter";"Onion dry";"Ghor Safi";7002.8;4031.0;4954.5;6822.5;6705.3
"Area";"Winter";"Snake cucumber";"Amman";0.0;0.0;0.7;0.8;1.1
"Area";"Winter";"Snake cucumber";"Balqa";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Snake cucumber";"Zarqa";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Snake cucumber";"Madaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Snake cucumber";"Irbid";0.0;1738.7;398.0;416.3;550.0
"Area";"Winter";"Snake cucumber";"Mafraq";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Snake cucumber";"Jarash";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Snake cucumber";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Snake cucumber";"Karak";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Snake cucumber";"Tafiela";0.0;16.3;4.1;4.6;6.1
"Area";"Winter";"Snake cucumber";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Snake cucumber";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Snake cucumber";"Barn North";0.0;0.0;2.5;2.9;3.8
"Area";"Winter";"Snake cucumber";"Deir Alla";0.0;0.0;1.1;1.2;1.6
"Area";"Winter";"Snake cucumber";"Barn South";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Snake cucumber";"Ghor Safi";0.0;0.0;0.3;0.3;0.4
"Area";"Winter";"Turnip";"Amman";0.0;0.0;21.4;29.3;19.3
"Area";"Winter";"Turnip";"Balqa";0.0;0.0;0.1;0.1;0.0
"Area";"Winter";"Turnip";"Zarqa";696.2;163.2;476.7;430.1;282.8
"Area";"Winter";"Turnip";"Madaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Turnip";"Irbid";0.0;0.0;15.6;79.8;14.1
"Area";"Winter";"Turnip";"Mafraq";0.0;0.0;40.7;55.9;36.8
"Area";"Winter";"Turnip";"Jarash";0.0;147.4;21.9;30.0;19.7
"Area";"Winter";"Turnip";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Turnip";"Karak";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Turnip";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Turnip";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Turnip";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Turnip";"Barn North";624.5;32.5;154.8;183.8;139.7
"Area";"Winter";"Turnip";"Deir Alla";0.0;231.5;113.8;139.5;102.7
"Area";"Winter";"Turnip";"Barn South";0.0;0.0;12.4;17.1;11.2
"Area";"Winter";"Turnip";"Ghor Safi";0.0;0.0;6.4;8.8;5.8
"Area";"Winter";"Carrot";"Amman";0.0;819.8;132.5;104.1;67.8
"Area";"Winter";"Carrot";"Balqa";0.0;0.0;30.9;27.8;18.1
"Area";"Winter";"Carrot";"Zarqa";121.3;31.6;334.0;299.9;195.1
"Area";"Winter";"Carrot";"Madaba";0.0;0.0;6.6;5.9;3.9
"Area";"Winter";"Carrot";"Irbid";0.0;89.9;771.3;1363.0;573.6
"Area";"Winter";"Carrot";"Mafraq";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Carrot";"Jarash";0.0;73.7;4.4;3.9;2.6
"Area";"Winter";"Carrot";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Carrot";"Karak";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Carrot";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Carrot";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Carrot";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Carrot";"Barn North";201.3;263.8;186.2;106.4;108.8
"Area";"Winter";"Carrot";"Deir Alla";2338.2;2208.9;1192.8;919.0;813.1
"Area";"Winter";"Carrot";"Barn South";432.6;259.3;175.2;95.6;102.4
"Area";"Winter";"Carrot";"Ghor Safi";3.3;0.0;0.6;0.5;0.3
"Area";"Winter";"Parsley";"Amman";0.0;0.0;23.3;27.8;19.8
"Area";"Winter";"Parsley";"Balqa";0.0;0.0;0.0;0.1;0.0
"Area";"Winter";"Parsley";"Zarqa";523.5;51.7;242.1;289.8;206.6
"Area";"Winter";"Parsley";"Madaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Parsley";"Irbid";0.0;0.0;1.9;2.0;1.4
"Area";"Winter";"Parsley";"Mafraq";160.0;480.0;339.1;391.4;279.0
"Area";"Winter";"Parsley";"Jarash";0.0;48.2;35.1;42.0;29.9
"Area";"Winter";"Parsley";"Ajloun";0.0;0.0;0.6;0.7;0.5
"Area";"Winter";"Parsley";"Karak";0.0;0.0;0.3;0.3;0.2
"Area";"Winter";"Parsley";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Parsley";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Parsley";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Parsley";"Barn North";67.1;0.0;57.8;69.2;49.3
"Area";"Winter";"Parsley";"Deir Alla";68.6;0.0;18.4;22.0;15.7
"Area";"Winter";"Parsley";"Barn South";788.6;281.6;1584.4;1896.7;1352.3
"Area";"Winter";"Parsley";"Ghor Safi";0.0;0.0;0.5;0.6;0.4
"Area";"Winter";"Radish";"Amman";0.0;113.3;305.9;222.5;187.9
"Area";"Winter";"Radish";"Balqa";0.0;149.3;217.2;158.0;133.4
"Area";"Winter";"Radish";"Zarqa";0.0;601.3;675.6;491.4;414.9
"Area";"Winter";"Radish";"Madaba";0.0;0.0;56.7;41.2;34.8
"Area";"Winter";"Radish";"Irbid";0.0;30.0;44.7;25.0;21.1
"Area";"Winter";"Radish";"Mafraq";0.0;0.0;32.5;23.6;20.0
"Area";"Winter";"Radish";"Jarash";143.4;96.3;256.7;186.7;157.7
"Area";"Winter";"Radish";"Ajloun";0.0;0.0;55.4;40.3;34.0
"Area";"Winter";"Radish";"Karak";0.0;0.0;1.2;0.9;0.8
"Area";"Winter";"Radish";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Radish";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Radish";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Radish";"Barn North";255.0;181.1;386.3;281.0;237.3
"Area";"Winter";"Radish";"Deir Alla";136.5;122.4;464.7;338.0;285.4
"Area";"Winter";"Radish";"Barn South";20.0;20.0;238.2;173.2;146.3
"Area";"Winter";"Radish";"Ghor Safi";3.3;0.0;1.5;1.1;0.9
"Area";"Winter";"Other Vegetables";"Amman";2756.8;2440.8;2827.3;2328.1;2750.6
"Area";"Winter";"Other Vegetables";"Balqa";0.0;143.8;76.1;85.5;101.0
"Area";"Winter";"Other Vegetables";"Zarqa";1511.1;820.5;947.5;911.9;1077.4
"Area";"Winter";"Other Vegetables";"Madaba";0.0;0.0;18.1;20.3;24.0
"Area";"Winter";"Other Vegetables";"Irbid";74.1;2916.8;926.1;519.9;614.3
"Area";"Winter";"Other Vegetables";"Mafraq";195.0;265.0;416.6;467.8;552.7
"Area";"Winter";"Other Vegetables";"Jarash";15.0;165.5;100.7;113.0;133.6
"Area";"Winter";"Other Vegetables";"Ajloun";0.0;0.0;137.9;154.8;182.9
"Area";"Winter";"Other Vegetables";"Karak";0.0;15.0;2.7;3.1;3.6
"Area";"Winter";"Other Vegetables";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Other Vegetables";"Ma'an";0.0;0.0;0.6;0.6;0.7
"Area";"Winter";"Other Vegetables";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Other Vegetables";"Barn North";350.0;494.8;401.1;450.3;532.1
"Area";"Winter";"Other Vegetables";"Deir Alla";1510.3;813.5;324.0;346.5;409.3
"Area";"Winter";"Other Vegetables";"Barn South";2630.5;948.9;1018.9;972.5;1149.0
"Area";"Winter";"Other Vegetables";"Ghor Safi";33.3;19.7;19.7;22.1;26.2
"Production";"Summer";"Tomatoes";"Amman";15011.3;16945.2;20249.4;16085.7;16744.9
"Production";"Summer";"Tomatoes";"Balqa";620.3;7208.6;1125.0;893.7;930.3
"Production";"Summer";"Tomatoes";"Zarqa";2547.6;2238.4;2571.4;2042.6;2126.3
"Production";"Summer";"Tomatoes";"Madaba";10758.9;6546.4;5785.6;4595.9;4784.3
"Production";"Summer";"Tomatoes";"Irbid";5122.7;2968.9;6359.7;5052.0;5259.1
"Production";"Summer";"Tomatoes";"Mafraq";49996.5;42524.8;67267.4;53435.9;55627.6
"Production";"Summer";"Tomatoes";"Jarash";688.5;2081.0;2249.9;1787.3;1860.5
"Production";"Summer";"Tomatoes";"Ajloun";165.2;1336.9;2249.9;1787.3;1196.1
"Production";"Summer";"Tomatoes";"Karak";22317.1;6191.4;8678.3;6893.9;7176.4
"Production";"Summer";"Tomatoes";"Tafiela";7000.4;6466.0;8035.5;6383.2;6644.8
"Production";"Summer";"Tomatoes";"Ma'an";26897.5;29834.3;29435.2;23382.7;24340.8
"Production";"Summer";"Tomatoes";"Aqaba";17212.0;80864.0;49337.9;39193.0;40799.1
"Production";"Summer";"Tomatoes";"Barn North";12816.9;19952.6;21685.7;17226.7;17932.6
"Production";"Summer";"Tomatoes";"Deir Alla";45151.5;56341.7;52070.0;41363.3;43058.3
"Production";"Summer";"Tomatoes";"Barn South";6976.1;8493.1;8035.5;6383.2;6644.8
"Production";"Summer";"Tomatoes";"Ghor Safi";25336.8;28635.8;36320.4;28852.2;30566.1
"Production";"Summer";"Squash";"Amman";11156.0;10704.1;9047.4;9433.5;7660.4
"Production";"Summer";"Squash";"Balqa";760.8;3719.3;2847.1;2968.6;2410.6
"Production";"Summer";"Squash";"Zarqa";11375.9;6129.8;3269.1;3408.6;2767.9
"Production";"Summer";"Squash";"Madaba";0.0;0.0;399.5;416.5;338.2
"Production";"Summer";"Squash";"Irbid";4656.5;3280.3;3144.1;3278.3;2662.1
"Production";"Summer";"Squash";"Mafraq";3279.0;2696.3;1996.6;2081.8;1690.5
"Production";"Summer";"Squash";"Jarash";1886.1;1533.5;1275.1;1329.5;1079.6
"Production";"Summer";"Squash";"Ajloun";0.0;0.0;163.0;170.0;138.0
"Production";"Summer";"Squash";"Karak";0.0;0.0;579.5;604.3;490.7
"Production";"Summer";"Squash";"Tafiela";0.0;1164.3;255.9;266.8;216.6
"Production";"Summer";"Squash";"Ma'an";0.0;2643.6;319.6;333.3;270.6
"Production";"Summer";"Squash";"Aqaba";0.0;0.0;14.0;14.6;11.9
"Production";"Summer";"Squash";"Barn North";229.6;759.8;2483.5;2589.5;2102.8
"Production";"Summer";"Squash";"Deir Alla";2423.9;6915.1;6655.7;6939.7;5635.3
"Production";"Summer";"Squash";"Barn South";6633.3;5626.9;6837.7;7129.5;5789.5
"Production";"Summer";"Squash";"Ghor Safi";1660.7;3014.7;1532.5;1597.9;1297.5
"Production";"Summer";"Eggplants";"Amman";1504.8;1575.4;1984.3;2084.9;1923.1
"Production";"Summer";"Eggplants";"Balqa";0.0;1073.6;554.6;582.7;537.4
"Production";"Summer";"Eggplants";"Zarqa";426.0;1591.1;2690.1;2826.5;2607.1
"Production";"Summer";"Eggplants";"Madaba";4781.7;0.0;3005.6;3158.1;2912.9
"Production";"Summer";"Eggplants";"Irbid";0.0;978.8;310.4;326.1;300.8
"Production";"Summer";"Eggplants";"Mafraq";794.2;560.0;1254.8;1318.4;1216.1
"Production";"Summer";"Eggplants";"Jarash";268.5;1400.2;1209.0;1270.3;1171.7
"Production";"Summer";"Eggplants";"Ajloun";0.0;0.0;98.8;103.8;95.7
"Production";"Summer";"Eggplants";"Karak";14.0;646.8;419.9;441.2;407.0
"Production";"Summer";"Eggplants";"Tafiela";0.0;0.0;16.9;17.7;16.3
"Production";"Summer";"Eggplants";"Ma'an";0.0;0.0;4.9;5.1;4.7
"Production";"Summer";"Eggplants";"Aqaba";0.0;0.0;92.2;96.8;89.3
"Production";"Summer";"Eggplants";"Barn North";3106.8;5876.4;4406.5;4630.0;4270.5
"Production";"Summer";"Eggplants";"Deir Alla";8516.1;5835.8;6030.6;6336.5;5844.5
"Production";"Summer";"Eggplants";"Barn South";8942.2;818.6;6054.0;6361.1;5867.2
"Production";"Summer";"Eggplants";"Ghor Safi";1705.5;3691.0;1058.4;1112.1;1025.8
"Production";"Summer";"Cucumber";"Amman";1899.1;11814.6;9220.9;10749.0;9837.2
"Production";"Summer";"Cucumber";"Balqa";573.4;7421.4;10093.6;11766.3;10768.2
"Production";"Summer";"Cucumber";"Zarqa";0.0;66.5;116.7;136.0;124.5
"Production";"Summer";"Cucumber";"Madaba";908.7;0.0;2042.1;2380.5;2178.5
"Production";"Summer";"Cucumber";"Irbid";554.6;3713.4;1175.5;1370.3;1254.1
"Production";"Summer";"Cucumber";"Mafraq";3850.1;2008.4;3909.1;4556.9;4170.3
"Production";"Summer";"Cucumber";"Jarash";0.0;963.5;1600.2;1865.4;1707.2
"Production";"Summer";"Cucumber";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Cucumber";"Karak";182.9;151.5;910.9;1061.9;971.8
"Production";"Summer";"Cucumber";"Tafiela";1912.7;673.7;570.7;665.3;608.9
"Production";"Summer";"Cucumber";"Ma'an";0.0;120.2;18.5;21.5;19.7
"Production";"Summer";"Cucumber";"Aqaba";300.0;0.0;20.0;23.3;21.4
"Production";"Summer";"Cucumber";"Barn North";4923.9;7187.1;2382.8;2777.7;2542.1
"Production";"Summer";"Cucumber";"Deir Alla";30544.2;25720.0;21529.1;25096.8;22968.0
"Production";"Summer";"Cucumber";"Barn South";8976.7;6321.2;4142.5;4828.9;4419.3
"Production";"Summer";"Cucumber";"Ghor Safi";780.2;3471.5;583.4;680.1;622.4
"Production";"Summer";"Potato";"Amman";438.0;1665.0;1340.1;1597.6;1447.3
"Production";"Summer";"Potato";"Balqa";0.0;10.5;2.5;3.0;2.7
"Production";"Summer";"Potato";"Zarqa";0.0;0.0;1879.6;2240.8;2030.0
"Production";"Summer";"Potato";"Madaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Potato";"Irbid";3884.7;6688.0;6978.4;9367.6;7536.6
"Production";"Summer";"Potato";"Mafraq";389.0;0.0;437.7;521.8;472.8
"Production";"Summer";"Potato";"Jarash";0.0;0.0;158.1;188.5;170.8
"Production";"Summer";"Potato";"Ajloun";0.0;0.0;38.9;46.4;42.0
"Production";"Summer";"Potato";"Karak";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Potato";"Tafiela";0.0;1581.7;0.0;0.0;0.0
"Production";"Summer";"Potato";"Ma'an";15300.0;31080.0;17665.1;19969.7;19078.2
"Production";"Summer";"Potato";"Aqaba";16559.6;15332.0;14314.8;17065.0;15459.9
"Production";"Summer";"Potato";"Barn North";408.0;0.0;1827.4;2178.5;1973.6
"Production";"Summer";"Potato";"Deir Alla";2371.1;12509.5;14619.4;17428.1;15788.9
"Production";"Summer";"Potato";"Barn South";155.0;2582.2;1393.3;1661.0;1504.8
"Production";"Summer";"Potato";"Ghor Safi";1453.3;0.0;263.9;314.6;285.0
"Production";"Summer";"Cabbage";"Amman";0.0;1015.3;1492.6;1333.9;1362.3
"Production";"Summer";"Cabbage";"Balqa";0.0;321.1;290.4;259.5;265.0
"Production";"Summer";"Cabbage";"Zarqa";15163.9;6255.3;4881.2;4362.2;4455.0
"Production";"Summer";"Cabbage";"Madaba";0.0;0.0;1047.4;936.1;956.0
"Production";"Summer";"Cabbage";"Irbid";0.0;449.2;284.5;254.2;259.6
"Production";"Summer";"Cabbage";"Mafraq";5725.0;2726.0;3154.9;2819.4;2879.5
"Production";"Summer";"Cabbage";"Jarash";5077.3;0.0;418.3;373.8;381.7
"Production";"Summer";"Cabbage";"Ajloun";0.0;0.0;58.4;52.2;53.3
"Production";"Summer";"Cabbage";"Karak";0.0;4930.3;423.8;378.7;386.8
"Production";"Summer";"Cabbage";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Cabbage";"Ma'an";0.0;0.0;108.4;96.9;98.9
"Production";"Summer";"Cabbage";"Aqaba";0.0;0.0;29.9;26.8;27.3
"Production";"Summer";"Cabbage";"Barn North";0.0;0.0;302.6;270.5;276.2
"Production";"Summer";"Cabbage";"Deir Alla";0.0;1182.2;1368.8;1223.3;1249.3
"Production";"Summer";"Cabbage";"Barn South";1389.0;4354.4;1443.6;1290.1;1317.5
"Production";"Summer";"Cabbage";"Ghor Safi";0.0;0.0;73.1;65.4;66.7
"Production";"Summer";"Cauliflower";"Amman";0.0;1152.5;1977.9;2279.5;1809.4
"Production";"Summer";"Cauliflower";"Balqa";0.0;0.0;1083.8;1249.0;991.4
"Production";"Summer";"Cauliflower";"Zarqa";16150.1;941.3;7854.4;9051.8;7185.2
"Production";"Summer";"Cauliflower";"Madaba";0.0;0.0;36.3;41.8;33.2
"Production";"Summer";"Cauliflower";"Irbid";0.0;0.0;0.8;0.9;0.7
