"Agriculture Prices by Marketing Costs / Prices, Level, Crop, Month and Time"

"Marketing Costs / Prices";"Level";"Crop";"Month";"2020";"2021";"2022";"2023";"2024"
"Market";"Up-Land";"Broccoli";"July";62.4;52.7;75.3;76.6;139.9
"Market";"Up-Land";"Broccoli";"August";68.1;95.7;74.0;120.6;112.2
"Market";"Up-Land";"Broccoli";"September";70.4;109.9;89.6;108.2;92.9
"Market";"Up-Land";"Broccoli";"October";62.8;73.6;72.4;50.0;80.7
"Market";"Up-Land";"Broccoli";"November";55.1;53.0;48.5;40.6;82.8
"Market";"Up-Land";"Broccoli";"December";48.5;49.9;32.4;42.1;64.1
"Market";"Up-Land";"Romaine lettuce";"January";25.6;19.1;35.5;17.7;18.6
"Market";"Up-Land";"Romaine lettuce";"February";18.0;15.4;43.6;14.9;18.3
"Market";"Up-Land";"Romaine lettuce";"March";19.1;19.6;42.9;16.4;18.9
"Market";"Up-Land";"Romaine lettuce";"April";20.5;37.0;48.0;18.6;18.6
"Market";"Up-Land";"Romaine lettuce";"May";15.4;36.9;35.7;19.1;15.7
"Market";"Up-Land";"Romaine lettuce";"June";29.8;43.3;38.4;19.3;19.1
"Market";"Up-Land";"Romaine lettuce";"July";20.2;46.0;46.7;19.0;21.2
"Market";"Up-Land";"Romaine lettuce";"August";21.3;41.0;43.1;20.0;23.6
"Market";"Up-Land";"Romaine lettuce";"September";31.9;52.8;42.9;24.4;23.9
"Market";"Up-Land";"Romaine lettuce";"October";28.1;38.4;46.4;19.7;23.8
"Market";"Up-Land";"Romaine lettuce";"November";26.7;35.0;37.4;19.7;20.8
"Market";"Up-Land";"Romaine lettuce";"December";21.6;36.2;35.0;19.3;19.4
"Market";"Up-Land";"Red Lettuce";"January";135.0;86.6;112.4;289.7;105.6
"Market";"Up-Land";"Red Lettuce";"February";135.1;98.0;100.1;310.0;99.4
"Market";"Up-Land";"Red Lettuce";"March";135.1;84.7;92.5;264.3;122.8
"Market";"Up-Land";"Red Lettuce";"April";135.5;84.8;80.7;289.0;130.0
"Market";"Up-Land";"Red Lettuce";"May";109.9;85.0;84.6;143.4;135.4
"Market";"Up-Land";"Red Lettuce";"June";155.5;163.7;85.0;91.0;130.0
"Market";"Up-Land";"Red Lettuce";"July";135.0;214.9;85.0;98.8;160.7
"Market";"Up-Land";"Red Lettuce";"August";153.6;207.3;86.3;181.7;155.5
"Market";"Up-Land";"Red Lettuce";"September";154.8;220.5;85.0;196.9;160.6
"Market";"Up-Land";"Red Lettuce";"October";152.6;173.6;85.0;137.3;159.0
"Market";"Up-Land";"Red Lettuce";"November";112.3;149.8;96.3;140.4;185.7
"Market";"Up-Land";"Red Lettuce";"December";129.8;91.0;181.2;134.6;181.3
"Market";"Up-Land";"Iceberg lettuce";"January";50.9;48.1;38.7;19.9;24.2
"Market";"Up-Land";"Iceberg lettuce";"February";51.6;48.3;48.5;21.1;35.1
"Market";"Up-Land";"Iceberg lettuce";"March";62.3;45.7;43.2;21.9;36.5
"Market";"Up-Land";"Iceberg lettuce";"April";30.0;50.2;42.6;22.0;24.3
"Market";"Up-Land";"Iceberg lettuce";"May";26.1;53.6;37.2;21.5;20.6
"Market";"Up-Land";"Iceberg lettuce";"June";58.1;50.0;39.6;22.0;22.0
"Market";"Up-Land";"Iceberg lettuce";"July";55.5;53.8;41.7;22.0;22.8
"Market";"Up-Land";"Iceberg lettuce";"August";47.1;56.0;40.0;22.0;22.4
"Market";"Up-Land";"Iceberg lettuce";"September";47.5;53.7;39.1;27.5;22.3
"Market";"Up-Land";"Iceberg lettuce";"October";50.6;45.7;39.7;22.1;22.0
"Market";"Up-Land";"Iceberg lettuce";"November";52.4;32.5;36.2;22.0;22.0
"Market";"Up-Land";"Iceberg lettuce";"December";48.2;32.8;33.8;22.0;22.0
"Market";"Up-Land";"chicory (Endive)";"January";49.6;28.0;31.5;9.3;7.4
"Market";"Up-Land";"chicory (Endive)";"February";56.1;23.9;29.5;10.6;10.4
"Market";"Up-Land";"chicory (Endive)";"March";27.9;22.1;29.3;5.7;6.3
"Market";"Up-Land";"chicory (Endive)";"April";34.4;40.3;28.8;5.9;6.1
"Market";"Up-Land";"chicory (Endive)";"May";36.9;23.8;28.5;16.9;12.1
"Market";"Up-Land";"chicory (Endive)";"June";98.8;32.8;0.0;6.7;6.7
"Market";"Up-Land";"chicory (Endive)";"July";28.0;0.0;80.8;7.0;23.1
"Market";"Up-Land";"chicory (Endive)";"August";83.3;37.4;67.8;10.6;24.3
"Market";"Up-Land";"chicory (Endive)";"September";36.4;155.1;56.5;20.5;20.8
"Market";"Up-Land";"chicory (Endive)";"October";43.6;29.9;51.7;6.1;9.1
"Market";"Up-Land";"chicory (Endive)";"November";37.7;29.7;32.9;5.6;8.0
"Market";"Up-Land";"chicory (Endive)";"December";27.7;29.4;28.6;6.7;16.6
"Market";"Up-Land";"Spinach ";"January";30.0;15.4;26.4;13.1;12.4
"Market";"Up-Land";"Spinach ";"February";18.9;14.7;22.5;12.8;13.3
"Market";"Up-Land";"Spinach ";"March";16.2;14.3;27.2;12.3;13.9
"Market";"Up-Land";"Spinach ";"April";61.4;18.5;27.2;19.3;16.4
"Market";"Up-Land";"Spinach ";"May";31.1;21.3;45.8;20.1;23.5
"Market";"Up-Land";"Spinach ";"June";36.7;48.0;55.2;24.5;28.6
"Market";"Up-Land";"Spinach ";"July";43.5;61.6;53.0;26.5;65.6
"Market";"Up-Land";"Spinach ";"August";45.6;65.8;87.7;26.1;58.8
"Market";"Up-Land";"Spinach ";"September";39.6;58.0;100.9;36.1;34.7
"Market";"Up-Land";"Spinach ";"October";39.2;31.5;63.5;25.4;25.6
"Market";"Up-Land";"Spinach ";"November";45.9;22.4;38.4;15.8;19.6
"Market";"Up-Land";"Spinach ";"December";24.5;23.3;24.7;12.9;20.6
"Market";"Up-Land";"Artichokes";"January";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Artichokes";"February";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Artichokes";"March";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Artichokes";"April";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Artichokes";"May";0.0;0.0;0.0;0.0;161.1
"Market";"Up-Land";"Artichokes";"June";0.0;0.0;0.0;0.0;130.0
"Market";"Up-Land";"Artichokes";"July";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Artichokes";"August";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Artichokes";"September";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Artichokes";"October";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Artichokes";"November";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Artichokes";"December";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Jew's mallow";"January";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Jew's mallow";"February";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Jew's mallow";"March";0.0;49.9;87.2;86.6;68.3
"Market";"Up-Land";"Jew's mallow";"April";46.0;32.4;43.0;52.3;38.3
"Market";"Up-Land";"Jew's mallow";"May";20.1;12.6;19.9;21.3;18.9
"Market";"Up-Land";"Jew's mallow";"June";12.9;10.8;16.0;16.7;13.1
"Market";"Up-Land";"Jew's mallow";"July";9.3;12.2;12.7;10.1;16.0
"Market";"Up-Land";"Jew's mallow";"August";7.8;11.2;15.3;11.5;19.1
"Market";"Up-Land";"Jew's mallow";"September";8.3;10.8;16.8;14.3;12.4
"Market";"Up-Land";"Jew's mallow";"October";15.3;8.1;13.7;13.4;11.3
"Market";"Up-Land";"Jew's mallow";"November";9.6;12.9;18.7;30.0;30.0
"Market";"Up-Land";"Jew's mallow";"December";0.0;0.0;32.0;0.0;0.0
"Market";"Up-Land";"Cut jews mallow leaves";"January";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cut jews mallow leaves";"February";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cut jews mallow leaves";"March";410.0;394.2;542.5;491.7;385.4
"Market";"Up-Land";"Cut jews mallow leaves";"April";270.0;244.4;280.8;365.3;180.9
"Market";"Up-Land";"Cut jews mallow leaves";"May";145.6;125.1;152.9;151.5;109.2
"Market";"Up-Land";"Cut jews mallow leaves";"June";98.7;71.0;116.7;91.2;73.7
"Market";"Up-Land";"Cut jews mallow leaves";"July";71.9;65.4;85.0;76.4;70.0
"Market";"Up-Land";"Cut jews mallow leaves";"August";63.7;65.0;85.0;71.7;84.7
"Market";"Up-Land";"Cut jews mallow leaves";"September";58.9;79.8;84.0;80.0;100.0
"Market";"Up-Land";"Cut jews mallow leaves";"October";88.6;63.8;82.4;72.6;98.9
"Market";"Up-Land";"Cut jews mallow leaves";"November";95.9;81.1;92.9;130.0;114.7
"Market";"Up-Land";"Cut jews mallow leaves";"December";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Coriander, green";"January";12.8;22.6;18.7;18.6;15.3
"Market";"Up-Land";"Coriander, green";"February";12.8;16.2;16.2;24.2;11.2
"Market";"Up-Land";"Coriander, green";"March";18.9;16.7;18.0;14.4;13.1
"Market";"Up-Land";"Coriander, green";"April";24.0;27.3;23.0;24.4;15.5
"Market";"Up-Land";"Coriander, green";"May";25.1;25.3;41.7;15.0;40.6
"Market";"Up-Land";"Coriander, green";"June";30.9;28.6;41.3;22.8;23.2
"Market";"Up-Land";"Coriander, green";"July";21.4;25.4;22.2;15.3;16.7
"Market";"Up-Land";"Coriander, green";"August";21.7;41.3;36.6;24.7;21.4
"Market";"Up-Land";"Coriander, green";"September";51.7;20.7;47.6;35.9;18.7
"Market";"Up-Land";"Coriander, green";"October";35.0;17.8;22.6;13.5;13.3
"Market";"Up-Land";"Coriander, green";"November";15.9;27.0;15.7;10.0;14.2
"Market";"Up-Land";"Coriander, green";"December";16.2;17.0;23.6;16.2;17.1
"Market";"Up-Land";"Parsley";"January";9.4;11.2;17.6;13.0;10.2
"Market";"Up-Land";"Parsley";"February";8.0;8.7;16.7;12.7;10.0
"Market";"Up-Land";"Parsley";"March";9.7;9.5;12.4;14.4;11.2
"Market";"Up-Land";"Parsley";"April";23.3;17.8;21.2;17.6;9.9
"Market";"Up-Land";"Parsley";"May";11.8;13.5;17.9;11.9;12.5
"Market";"Up-Land";"Parsley";"June";10.5;11.8;21.3;10.8;13.4
"Market";"Up-Land";"Parsley";"July";10.4;19.9;20.0;13.1;17.1
"Market";"Up-Land";"Parsley";"August";15.0;15.3;33.0;21.8;16.2
"Market";"Up-Land";"Parsley";"September";15.7;24.2;31.5;14.0;23.9
"Market";"Up-Land";"Parsley";"October";33.6;20.0;42.4;12.9;28.2
"Market";"Up-Land";"Parsley";"November";19.1;11.4;13.5;10.6;19.7
"Market";"Up-Land";"Parsley";"December";10.6;13.1;13.7;11.8;16.5
"Market";"Up-Land";"Watercress";"January";28.0;20.6;16.8;19.8;15.8
"Market";"Up-Land";"Watercress";"February";19.3;14.2;15.2;18.2;19.1
"Market";"Up-Land";"Watercress";"March";12.7;18.0;23.3;24.0;21.9
"Market";"Up-Land";"Watercress";"April";29.0;32.7;26.7;22.2;19.1
"Market";"Up-Land";"Watercress";"May";25.8;23.3;33.4;15.8;19.6
"Market";"Up-Land";"Watercress";"June";31.1;38.9;37.2;23.0;24.5
"Market";"Up-Land";"Watercress";"July";19.9;25.8;34.2;20.2;29.5
"Market";"Up-Land";"Watercress";"August";25.5;49.1;36.6;32.8;23.8
"Market";"Up-Land";"Watercress";"September";18.5;17.0;22.9;20.0;14.2
"Market";"Up-Land";"Watercress";"October";18.7;18.1;16.5;10.7;14.5
"Market";"Up-Land";"Watercress";"November";28.8;17.8;19.5;18.5;16.7
"Market";"Up-Land";"Watercress";"December";23.7;20.9;29.0;23.7;17.7
"Market";"Up-Land";"Mint - Mentha";"January";24.6;8.8;33.2;17.5;11.0
"Market";"Up-Land";"Mint - Mentha";"February";0.0;21.7;21.3;16.9;10.9
"Market";"Up-Land";"Mint - Mentha";"March";24.9;9.3;11.3;13.5;13.5
"Market";"Up-Land";"Mint - Mentha";"April";15.8;11.1;13.7;12.5;10.7
"Market";"Up-Land";"Mint - Mentha";"May";15.2;18.6;19.9;14.9;17.9
"Market";"Up-Land";"Mint - Mentha";"June";14.3;17.1;23.7;16.2;14.4
"Market";"Up-Land";"Mint - Mentha";"July";20.0;16.1;21.8;18.2;23.6
"Market";"Up-Land";"Mint - Mentha";"August";18.3;22.2;24.5;20.5;22.5
"Market";"Up-Land";"Mint - Mentha";"September";12.0;17.4;14.3;18.6;19.2
"Market";"Up-Land";"Mint - Mentha";"October";10.7;12.0;11.8;11.6;11.5
"Market";"Up-Land";"Mint - Mentha";"November";10.7;12.5;11.0;11.4;12.1
"Market";"Up-Land";"Mint - Mentha";"December";11.5;19.0;14.9;12.4;11.8
"Market";"Up-Land";"Sorrel";"January";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sorrel";"February";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sorrel";"March";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sorrel";"April";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sorrel";"May";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sorrel";"June";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sorrel";"July";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sorrel";"August";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sorrel";"September";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sorrel";"October";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sorrel";"November";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sorrel";"December";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Chard";"January";25.0;12.0;11.3;8.9;7.3
"Market";"Up-Land";"Chard";"February";24.4;11.7;11.1;12.2;6.5
"Market";"Up-Land";"Chard";"March";12.5;10.3;14.4;14.3;7.1
"Market";"Up-Land";"Chard";"April";12.0;13.9;17.4;6.2;9.5
"Market";"Up-Land";"Chard";"May";17.7;9.9;10.4;9.5;4.0
"Market";"Up-Land";"Chard";"June";12.0;10.5;18.2;8.1;5.8
"Market";"Up-Land";"Chard";"July";13.5;10.5;33.5;0.0;6.2
"Market";"Up-Land";"Chard";"August";0.0;14.9;57.1;8.0;25.7
"Market";"Up-Land";"Chard";"September";12.8;19.1;42.0;8.5;18.4
"Market";"Up-Land";"Chard";"October";10.7;32.2;25.7;5.7;10.6
"Market";"Up-Land";"Chard";"November";16.3;15.6;16.7;5.6;8.1
"Market";"Up-Land";"Chard";"December";13.7;13.7;12.4;6.7;13.7
"Market";"Up-Land";"Lakna";"January";81.5;48.8;99.8;121.8;85.6
"Market";"Up-Land";"Lakna";"February";55.8;64.0;111.6;117.3;90.1
"Market";"Up-Land";"Lakna";"March";35.1;65.0;114.9;100.0;100.0
"Market";"Up-Land";"Lakna";"April";0.0;0.0;80.0;0.0;0.0
"Market";"Up-Land";"Lakna";"May";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Lakna";"June";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Lakna";"July";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Lakna";"August";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Lakna";"September";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Lakna";"October";64.0;0.0;106.2;150.0;150.0
"Market";"Up-Land";"Lakna";"November";117.1;68.4;126.8;123.1;140.9
"Market";"Up-Land";"Lakna";"December";57.9;72.3;118.3;100.4;166.5
"Market";"Up-Land";"Common purslain";"January";0.0;0.0;81.2;52.3;23.3
"Market";"Up-Land";"Common purslain";"February";0.0;0.0;45.7;59.4;23.5
"Market";"Up-Land";"Common purslain";"March";0.0;0.0;48.3;48.8;23.7
"Market";"Up-Land";"Common purslain";"April";0.0;29.5;28.0;12.1;7.8
"Market";"Up-Land";"Common purslain";"May";18.0;10.0;17.0;5.1;6.4
"Market";"Up-Land";"Common purslain";"June";15.1;9.6;16.1;8.2;5.7
"Market";"Up-Land";"Common purslain";"July";12.0;9.5;21.5;9.5;5.9
"Market";"Up-Land";"Common purslain";"August";12.8;15.3;17.2;9.1;7.9
"Market";"Up-Land";"Common purslain";"September";8.8;12.8;20.9;7.5;11.7
"Market";"Up-Land";"Common purslain";"October";11.2;17.3;19.3;8.7;9.2
"Market";"Up-Land";"Common purslain";"November";21.6;20.8;28.4;10.1;15.8
"Market";"Up-Land";"Common purslain";"December";14.6;36.4;58.2;25.4;50.5
"Market";"Up-Land";"Cress";"January";96.7;60.0;106.6;48.1;17.9
"Market";"Up-Land";"Cress";"February";0.0;0.0;92.7;40.8;30.0
"Market";"Up-Land";"Cress";"March";0.0;66.8;107.4;25.1;17.4
"Market";"Up-Land";"Cress";"April";72.3;116.0;111.5;29.8;22.6
"Market";"Up-Land";"Cress";"May";140.1;206.6;186.7;37.6;52.2
"Market";"Up-Land";"Cress";"June";174.7;317.2;161.8;34.8;41.4
"Market";"Up-Land";"Cress";"July";103.8;369.3;232.9;43.5;53.3
"Market";"Up-Land";"Cress";"August";228.0;420.0;307.6;51.6;56.9
"Market";"Up-Land";"Cress";"September";115.7;330.0;327.8;40.2;64.0
"Market";"Up-Land";"Cress";"October";186.5;166.3;212.4;32.9;42.9
"Market";"Up-Land";"Cress";"November";204.0;110.2;103.1;21.3;30.9
"Market";"Up-Land";"Cress";"December";64.4;97.9;100.3;19.6;23.6
"Market";"Up-Land";"Arum";"January";40.2;32.1;0.0;65.7;46.7
"Market";"Up-Land";"Arum";"February";38.7;34.1;36.6;58.1;41.8
"Market";"Up-Land";"Arum";"March";35.9;30.1;53.2;50.0;65.0
"Market";"Up-Land";"Arum";"April";0.0;0.0;45.5;0.0;0.0
"Market";"Up-Land";"Arum";"May";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Arum";"June";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Arum";"July";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Arum";"August";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Arum";"September";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Arum";"October";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Arum";"November";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Arum";"December";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Marsh mallow";"January";29.5;14.4;23.0;9.1;16.8
"Market";"Up-Land";"Marsh mallow";"February";24.0;18.5;12.2;12.6;19.0
"Market";"Up-Land";"Marsh mallow";"March";21.0;13.1;16.5;10.2;16.6
"Market";"Up-Land";"Marsh mallow";"April";28.0;12.2;14.4;12.0;12.9
"Market";"Up-Land";"Marsh mallow";"May";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Marsh mallow";"June";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Marsh mallow";"July";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Marsh mallow";"August";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Marsh mallow";"September";0.0;27.5;97.2;0.0;50.0
"Market";"Up-Land";"Marsh mallow";"October";19.2;16.7;32.7;10.5;46.2
"Market";"Up-Land";"Marsh mallow";"November";14.9;14.0;19.0;10.9;15.3
"Market";"Up-Land";"Marsh mallow";"December";17.1;16.5;22.8;23.0;25.1
"Market";"Up-Land";"Hamasis";"January";35.0;35.0;30.0;34.0;46.0
"Market";"Up-Land";"Hamasis";"February";39.7;31.4;25.0;0.0;51.2
"Market";"Up-Land";"Hamasis";"March";34.8;30.0;47.9;0.0;52.0
"Market";"Up-Land";"Hamasis";"April";23.5;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Hamasis";"May";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Hamasis";"June";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Hamasis";"July";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Hamasis";"August";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Hamasis";"September";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Hamasis";"October";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Hamasis";"November";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Hamasis";"December";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Hedge mustard";"January";25.7;23.6;28.6;23.1;28.4
"Market";"Up-Land";"Hedge mustard";"February";27.6;22.7;33.4;35.6;32.2
"Market";"Up-Land";"Hedge mustard";"March";20.7;17.4;30.7;20.7;27.3
"Market";"Up-Land";"Hedge mustard";"April";0.0;19.2;36.0;15.0;24.3
"Market";"Up-Land";"Hedge mustard";"May";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Hedge mustard";"June";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Hedge mustard";"July";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Hedge mustard";"August";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Hedge mustard";"September";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Hedge mustard";"October";0.0;35.2;31.6;0.0;0.0
"Market";"Up-Land";"Hedge mustard";"November";0.0;52.9;15.3;17.9;27.0
"Market";"Up-Land";"Hedge mustard";"December";25.4;24.6;21.5;28.6;44.4
"Market";"Up-Land";"Clary (Wild) Borago officinalis";"January";32.2;30.0;30.0;49.6;39.8
"Market";"Up-Land";"Clary (Wild) Borago officinalis";"February";33.5;30.5;41.5;47.7;42.7
"Market";"Up-Land";"Clary (Wild) Borago officinalis";"March";30.0;30.0;46.0;45.3;59.3
"Market";"Up-Land";"Clary (Wild) Borago officinalis";"April";0.0;0.0;45.0;0.0;0.0
"Market";"Up-Land";"Clary (Wild) Borago officinalis";"May";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Clary (Wild) Borago officinalis";"June";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Clary (Wild) Borago officinalis";"July";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Clary (Wild) Borago officinalis";"August";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Clary (Wild) Borago officinalis";"September";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Clary (Wild) Borago officinalis";"October";0.0;0.0;39.3;130.0;62.0
"Market";"Up-Land";"Clary (Wild) Borago officinalis";"November";56.8;36.1;45.4;57.4;62.5
"Market";"Up-Land";"Clary (Wild) Borago officinalis";"December";31.9;31.6;44.0;43.2;37.1
"Market";"Up-Land";"Sea kale";"January";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sea kale";"February";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sea kale";"March";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sea kale";"April";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sea kale";"May";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sea kale";"June";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sea kale";"July";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sea kale";"August";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sea kale";"September";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sea kale";"October";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sea kale";"November";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Sea kale";"December";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cauliflower leaves";"January";119.9;135.3;226.4;61.7;48.7
"Market";"Up-Land";"Cauliflower leaves";"February";121.3;101.3;165.8;71.8;50.0
"Market";"Up-Land";"Cauliflower leaves";"March";125.8;0.0;0.0;70.6;50.0
"Market";"Up-Land";"Cauliflower leaves";"April";0.0;0.0;192.0;50.0;0.0
"Market";"Up-Land";"Cauliflower leaves";"May";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cauliflower leaves";"June";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cauliflower leaves";"July";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cauliflower leaves";"August";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cauliflower leaves";"September";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cauliflower leaves";"October";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cauliflower leaves";"November";0.0;0.0;0.0;67.3;0.0
"Market";"Up-Land";"Cauliflower leaves";"December";0.0;190.0;192.0;56.5;50.0
"Market";"Up-Land";"Temple and Gin";"January";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Temple and Gin";"February";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Temple and Gin";"March";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Temple and Gin";"April";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Temple and Gin";"May";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Temple and Gin";"June";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Temple and Gin";"July";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Temple and Gin";"August";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Temple and Gin";"September";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Temple and Gin";"October";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Temple and Gin";"November";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Temple and Gin";"December";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cyclamen persicum";"January";0.0;35.0;0.0;0.0;0.0
"Market";"Up-Land";"Cyclamen persicum";"February";40.7;33.8;45.0;0.0;46.0
"Market";"Up-Land";"Cyclamen persicum";"March";0.0;29.3;0.0;0.0;0.0
"Market";"Up-Land";"Cyclamen persicum";"April";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cyclamen persicum";"May";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cyclamen persicum";"June";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cyclamen persicum";"July";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cyclamen persicum";"August";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cyclamen persicum";"September";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cyclamen persicum";"October";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cyclamen persicum";"November";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Cyclamen persicum";"December";0.0;0.0;0.0;0.0;0.0
"Market";"Up-Land";"Leaf celery ";"January";62.0;64.4;83.4;79.1;81.2
"Market";"Up-Land";"Leaf celery ";"February";63.9;64.1;97.8;80.0;77.6
"Market";"Up-Land";"Leaf celery ";"March";63.8;64.0;81.3;80.0;80.0
"Market";"Up-Land";"Leaf celery ";"April";67.4;64.0;63.9;79.6;80.0
"Market";"Up-Land";"Leaf celery ";"May";63.9;69.4;66.1;78.1;80.0
"Market";"Up-Land";"Leaf celery ";"June";126.1;82.7;89.6;79.8;163.0
"Market";"Up-Land";"Leaf celery ";"July";99.7;132.2;81.6;87.0;200.9
"Market";"Up-Land";"Leaf celery ";"August";81.9;131.6;86.0;123.5;284.7
"Market";"Up-Land";"Leaf celery ";"September";101.6;117.4;120.0;192.5;290.3
